organisation,reference,name,documentation-url,document-url,design-code-status,design-code-categories,notes,entry-date,start-date,end-date
local-authority-eng:NUN,HSG2,Arbury design code,https://www.arburydesigncode.co.uk/,https://www.nuneatonandbedworth.gov.uk/download/downloads/id/4565/arbury_design_code_supplementary_planning_document_2022.pdf,,,2022-04-04T11:39:00Z,,
