geometry,reference,design-code
"MULTIPOLYGON Z (((499994.4907 151722.9357 0,500000.9434 151720.5359 0,499940.6772 151571.6939 0,499929.7283 151556.5191 0,499929.7283 151497.91 0,499907.1217 151497.9099 0,499881.3 151499.75 0,499881.8 151504.79 0,499876.8 151505.2 0,499876.4 151500.2 0,499872.35 151500.5 0,499872.48 151502.29 0,499872.6423 151506.2933 0,499872.6 151507.35 0,499872.45 151508.55 0,499872.25 151509.15 0,499871.9 151509.7 0,499871.4 151510.2 0,499871.0 151510.4 0,499868.5739 151510.9032 0,499859.6557 151511.2486 0,499838.502 151511.78 0,499838.402 151506.3592 0,499827.734 151506.5788 0,499826.0387 151502.6943 0,499825.6347 151497.6882 0,499813.468 151498.6064 0,499813.6337 151501.513 0,499814.3681 151510.2984 0,499814.7797 151516.029 0,499815.1735 151520.1703 0,499817.25 151520.03 0,499820.7506 151519.8 0,499823.065 151519.7163 0,499823.083 151519.975 0,499823.2 151524.7 0,499823.86 151535.21 0,499825.4692 151560.9103 0,499825.55 151562.2001 0,499826.3999 151576.4976 0,499826.7124 151581.5201 0,499828.55 151611.05 0,499829.45 151626.45 0,499829.65 151629.5 0,499830.4878 151641.5133 0,499831.25 151653.8 0,499832.3 151670.05 0,499833.3 151686.15 0,499834.2 151698.95 0,499834.4337 151702.5042 0,499835.575 151720.6 0,499835.9318 151726.6439 0,499836.0 151727.8 0,499836.3 151730.8 0,499836.35 151731.675 0,499836.4 151732.55 0,499836.475 151733.525 0,499836.55 151734.5 0,499838.2 151735.6 0,499888.3638 151765.7647 0,499994.0848 151723.0993 0,499994.4907 151722.9357 0)))",01715E Phase 1,WUV
