organisation,reference,name,documentation-url,document-url,design-code-status,design-code-categories,notes,entry-date,start-date,end-date
local-authority-eng:BUC,1,Buckinghamshire design code,https://www.bucks.place/index.php?contentid=49,,draft,,,2022-04-06T00:00:00Z,,
