organisation,reference,name,documentation-url,document-url,design-code-status,design-code-categories,notes,entry-date,start-date,end-date
local-authority-eng:SWK,1,Hatcham and Ilderton Roads Design Code,,https://oldkentroad.org.uk/wp-content/uploads/HatchamIldertonDesignCode.pdf,draft,,,2022-04-18T00:00:00Z,,
