organisation,reference,name,documentation-url,document-url,design-code-status,design-code-categories,notes,entry-date,start-date,end-date
local-authority-eng:HEF,1,Herefordshire Council Design Code,,https://docs.google.com/document/d/1KskLywgbIn2Xz6bTuLEQJX9eZBjXfQDE/edit?usp=sharing&ouid=101789898544862055688&rtpof=true&sd=true,draft,,,2022-04-06T00:00:00Z,,
