organisation,reference,name,documentation-url,document-url,design-code-status,design-code-categories,notes,entry-date,start-date,end-date
local-authority-eng:HYN,HNCHZBJU,Huncoat Garden Village,,https://docs.google.com/document/d/1IFgEWIWDu0EaVmF6GYy9N-VHBPMKI0wt/edit?usp=sharing&ouid=101789898544862055688&rtpof=true&sd=true,draft,,,2022-04-25T00:00:00Z,,
